nombre,club_actual,goles_esperados,asistencias_esperadas,goles_esperados_noPen,key_passes,xGChain,xGBuildup,temporada,liga
kylian mbappe-lottin,Real Madrid,30.135635502636436,9.394114961847665,23.446136973798275,51,38.31346391141415,11.081679956056178,2024-2025,laliga
robert lewandowski,Barcelona,29.41433861851692,2.4752993676811457,26.441228091716766,18,29.242779716849327,6.6593545116484165,2024-2025,laliga
ante budimir,Osasuna,20.66943975351751,1.8783285655081272,14.723218826577067,16,14.999033909291027,1.534797454252839,2024-2025,laliga
alexander sørloth,Atletico Madrid,20.454832896590236,1.304560586810112,19.711555287241936,13,21.53670882433653,2.1480457819998264,2024-2025,laliga
ayoze pérez,Villarreal,15.228042975068092,3.1279250010848045,15.228042975068092,32,19.885818392038345,3.779487994499505,2024-2025,laliga
raphinha,Barcelona,19.26599541865289,13.527044044807552,17.779440259560943,91,39.28257852047682,13.650435471907258,2024-2025,laliga
julián álvarez,Atletico Madrid,14.1592972795479,6.458727004006505,11.186186812352387,41,25.16218076646328,9.433768885210156,2024-2025,laliga
oihan sancet,Athletic Club,10.459016836248338,1.8577970825135708,8.229184023104608,21,12.246665179729462,4.23063094355166,2024-2025,laliga
kike garcía,Alaves,10.712679820135236,0.7632435280829668,8.482846969738603,13,9.772033462300897,2.0982022918760777,2024-2025,laliga
javi puado,Espanyol,11.94582846853882,2.969266129657626,8.229440444149077,22,13.288859393447638,3.4392381412908435,2024-2025,laliga
cristhian stuani,Girona,8.713445205241442,0.4286095313727855,6.48361237719655,7,5.798142310231924,0.6325159445405006,2024-2025,laliga
borja iglesias,Celta Vigo,11.553197539411483,3.1776098990812898,11.553197539411483,18,16.69970811251551,3.1693250574171543,2024-2025,laliga
dodi lukebakio,Sevilla,9.242684002034366,5.390696790069342,8.499406362883747,54,14.772395074367523,3.354012044146657,2024-2025,laliga
hugo duro,Valencia,10.968763902783394,1.450842097401619,10.225486233830452,13,10.645109824836254,0.9808358121663332,2024-2025,laliga
vinícius júnior,Real Madrid,12.775075949728487,8.639302698895335,10.545243106782436,58,23.5002229064703,7.632643768563867,2024-2025,laliga
thierno barry,Villarreal,15.059573616832497,3.666274566203356,14.316296067088842,24,19.066308550536636,4.0202120169997215,2024-2025,laliga
iago aspas,Celta Vigo,8.271357234567404,4.823453789576888,3.8116914834827194,38,11.48705436103046,5.211289323866367,2024-2025,laliga
mauro arambarri,Getafe,9.48172677308321,0.6496659852564335,7.251893870532513,18,9.033397678285835,3.090469960123301,2024-2025,laliga
ferrán torres,Barcelona,9.682402739301324,3.556156000122428,9.682402739301324,19,14.058789663016796,2.258015837520361,2024-2025,laliga
dani olmo,Barcelona,6.638132888823748,3.851693106815219,5.151577670127153,27,17.126844070851803,9.938899960368872,2024-2025,laliga
fabio silva,Las Palmas,9.277339147403836,2.487750245258212,7.047506239265204,16,9.964714661240578,2.4896166315302253,2024-2025,laliga
mikel oyarzabal,Real Sociedad,10.296421762555838,2.9014988150447607,7.323311295360327,15,14.105824938043952,4.8401750745251775,2024-2025,laliga
isco,Real Betis,8.83439864218235,5.053291022777557,4.374732851982117,61,11.564061842858791,5.605048647150397,2024-2025,laliga
sandro ramírez,Las Palmas,4.299026200547814,3.498643457889557,3.555748550221324,28,7.435247108340263,2.219607894308865,2024-2025,laliga
jude bellingham,Real Madrid,13.084144294261932,4.306040400639176,11.597589049488306,43,24.68224741518497,15.25862560980022,2024-2025,laliga
lamine yamal,Barcelona,11.593033526092768,14.466477727517486,11.593033526092768,64,38.30787461996079,18.00324920192361,2024-2025,laliga
antoine griezmann,Atletico Madrid,8.413829022087157,8.116289479658008,6.927273713983595,48,19.78995059709996,9.18062005378306,2024-2025,laliga
raba,Leganes,7.210522370878607,6.12695131637156,3.49413430178538,46,9.66063447855413,2.529050065204501,2024-2025,laliga
giovani lo celso,Real Betis,4.725559396669269,4.672125656157732,2.495726527646184,43,9.40762997791171,4.948757715523243,2024-2025,laliga
diego lópez,Valencia,6.927521674893796,5.98000256344676,6.927521674893796,37,16.81591833010316,6.181694879196584,2024-2025,laliga
gorka guruzeta,Athletic Club,6.789272961206734,1.4514029724523425,6.789272961206734,15,9.18936501443386,2.057082111015916,2024-2025,laliga
álex baena,Villarreal,7.195329947397113,12.612854413688185,6.452052278444171,95,23.495316974818707,10.70790826343,2024-2025,laliga
vedat muriqi,Mallorca,10.985502218827603,2.699738325551152,8.755669390782714,27,10.095736857503653,1.4222737727686765,2024-2025,laliga
cyle larin,Mallorca,7.244329610839486,1.5815904028713703,6.501052031293511,8,6.705597769469023,1.3051558434963226,2024-2025,laliga
iñaki williams,Athletic Club,10.159808551892638,8.788650624454021,10.159808551892638,43,21.10827152617276,8.164707442745566,2024-2025,laliga
alex berenguer,Athletic Club,7.480133118107915,6.045956780202687,6.736855478957295,48,15.5762422606349,6.666818654164672,2024-2025,laliga
federico valverde,Real Madrid,2.51164136454463,4.406744165346026,2.51164136454463,39,28.01436400040984,23.317611841484904,2024-2025,laliga
rodrygo,Real Madrid,4.724242024123669,4.003597529605031,4.724242024123669,48,17.572716595605016,11.508674619719386,2024-2025,laliga
jorge de frutos,Rayo Vallecano,7.007565116509795,4.134156552609056,7.007565116509795,31,13.923229448497295,4.136822251603007,2024-2025,laliga
fermín lópez,Barcelona,4.756551628932357,4.712301393970847,4.756551628932357,29,15.650715451687574,7.853520656004548,2024-2025,laliga
alberto moleiro,Las Palmas,5.749200511723757,3.676157739944756,5.749200511723757,41,12.830253762193024,5.828310145065188,2024-2025,laliga
roberto fernández,Espanyol,3.2452549929730594,0.8934735935181379,3.2452549929730594,8,5.28150574862957,1.4016210669651628,2024-2025,laliga
umar sadiq,"Real Sociedad,Valencia",4.483702819794416,0.8914264300838113,4.483702819794416,7,5.731123803183436,1.367764050140977,2024-2025,laliga
joan jordán,Alaves,4.278463607653976,2.1695005875080824,1.3053531553596258,30,4.523949593305588,3.4168765898793936,2024-2025,laliga
rubén garcía,Osasuna,2.820138428360224,5.068325296510011,2.820138428360224,49,8.147512812167406,3.837343811988831,2024-2025,laliga
borja mayoral,Getafe,4.096165407449007,1.3159064333885908,3.352887751534581,8,5.958818988874555,1.8407440036535263,2024-2025,laliga
mamadou sylla,Real Valladolid,4.97304823808372,0.9637680817395448,1.99993778206408,13,3.720175037160516,1.235566534101963,2024-2025,laliga
juan cruz,Leganes,2.7526479018852115,4.149010988883674,2.7526479018852115,25,7.974728053435683,2.569998520426452,2024-2025,laliga
juan camilo hernández,Real Betis,4.771737363189459,1.6117898169904947,4.771737363189459,14,8.0953758507967,2.4433456528931856,2024-2025,laliga
takefusa kubo,Real Sociedad,4.224737480282784,5.490435244515538,4.224737480282784,45,14.762839745730162,6.52563825622201,2024-2025,laliga
aimar oroz,Osasuna,4.505093781277537,4.083869905211031,3.7618161272257566,39,14.308762029744685,9.082503446377814,2024-2025,laliga
nico williams,Athletic Club,4.596975972875953,4.1709328312426805,4.596975972875953,40,13.329007916152475,6.340902808122337,2024-2025,laliga
alfon,Celta Vigo,4.900045620277524,3.2016264870762825,4.900045620277524,24,10.40202185884118,3.85110298357904,2024-2025,laliga
antony,Real Betis,2.7814827393740416,4.681491408497095,2.7814827393740416,37,9.913269273936749,5.053524797782302,2024-2025,laliga
carlos vicente,Alaves,3.139239792712033,6.42431272752583,2.3959621535614133,62,8.250345922075212,2.7149507738649845,2024-2025,laliga
munir,Leganes,1.4313753638416529,0.7138976156711578,1.4313753638416529,8,3.3005733154714108,1.6323035079985857,2024-2025,laliga
ángel correa,Atletico Madrid,5.39614194072783,2.083751233294606,5.39614194072783,14,10.365330005064608,3.893400449305773,2024-2025,laliga
leandro cabrera,Espanyol,1.607494529336691,0.9267808236181736,1.607494529336691,9,5.69407269731164,4.897837527096272,2024-2025,laliga
antonio martínez,Alaves,3.818366212770343,0.6796954162418842,3.818366212770343,12,4.94347195327282,1.5181170348078012,2024-2025,laliga
brahim diaz,Real Madrid,6.341729912906885,3.2998767849057917,6.341729912906885,23,17.9341297224164,10.24693552032113,2024-2025,laliga
dani vivian,Athletic Club,2.3003999516367912,0.6736323088407516,2.3003999516367912,10,10.329670087434351,9.05257697403431,2024-2025,laliga
santiago comesaña,Villarreal,4.790394257754088,2.9417879972606897,4.790394257754088,28,16.32327102124691,12.05175619572401,2024-2025,laliga
álvaro garcía,Rayo Vallecano,7.53607615083456,5.74425695091486,7.53607615083456,49,16.058995511382818,4.641992820426822,2024-2025,laliga
yangel herrera,Girona,4.82616575434804,2.40681491047144,4.82616575434804,16,8.74448224529624,4.21010279469192,2024-2025,laliga
abel ruiz,Girona,4.9005944691598415,0.4394183754920959,3.41403915733099,8,4.868652863427997,1.384280538186431,2024-2025,laliga
dani rodríguez,Mallorca,3.405790278688073,4.1755089005455375,3.405790278688073,33,6.866879858076572,3.309280155226588,2024-2025,laliga
luis rioja,"Alaves,Valencia",3.95416249614209,4.479461559094489,2.467607277445495,35,9.84668375365436,5.419024623930454,2024-2025,laliga
raul garcía,Osasuna,3.332692926749587,0.6854467298835516,3.332692926749587,3,3.980593908578157,0.299630843102932,2024-2025,laliga
arnaut danjuma groeneveld,"Girona,Villarreal",4.417052231729031,2.2786391004920006,4.417052231729031,24,6.554220780730248,1.8586476054042576,2024-2025,laliga
juanlu sanchez,Sevilla,2.918187398463488,2.713099295273423,2.918187398463488,25,9.498570716939868,5.508796711452305,2024-2025,laliga
raul moro,Real Valladolid,4.517319541424513,5.584715690463781,4.517319541424513,44,10.957694323733447,3.582897931337357,2024-2025,laliga
pape alassane gueye,Villarreal,3.8907218649983406,1.5439291521906853,3.8907218649983406,16,10.799056436866522,6.800886146724224,2024-2025,laliga
pedri,Barcelona,2.5104309488087893,7.80679078027606,2.5104309488087893,70,31.42633649148047,23.62103444710374,2024-2025,laliga
óscar mingueza,Celta Vigo,2.1649911515414715,5.681514337658882,2.1649911515414715,33,19.6336851362139,15.253742268308995,2024-2025,laliga
yeremi pino,Villarreal,3.981011871248484,5.7880224250257015,3.981011871248484,39,14.707165252417326,6.185822805389762,2024-2025,laliga
isi palazón,Rayo Vallecano,5.376986410468817,4.5106864450499415,5.376986410468817,47,10.833110814914107,5.453833153471351,2024-2025,laliga
pathé ciss,Rayo Vallecano,2.5608618520200253,1.4429276585578918,2.5608618520200253,17,8.696649100631475,7.0498334765434265,2024-2025,laliga
hugo álvarez,Celta Vigo,2.689221888780594,1.5981045421212912,2.689221888780594,18,10.966527298092842,7.376502707600594,2024-2025,laliga
williot swedberg,Celta Vigo,5.415778731927276,2.35014989040792,5.415778731927276,16,9.57019367441535,3.778790196403861,2024-2025,laliga
ramón terrats,"Getafe,Villarreal",2.913407781161368,3.267416248098016,2.913407781161368,17,8.115381550043821,3.238492589443922,2024-2025,laliga
pablo durán,Celta Vigo,3.09553406946361,3.1764622405171394,3.09553406946361,18,6.573258327320218,1.7288688998669386,2024-2025,laliga
vitor roque,Real Betis,6.066845575347543,1.750490065664053,6.066845575347543,12,8.748203298076987,1.5339927803725004,2024-2025,laliga
isaac romero,Sevilla,8.177621133625507,2.5907919127494097,7.43434352427721,20,10.549905876629056,1.726088616065681,2024-2025,laliga
